MCoV-100523	27.5
MCoV-100568	32
MCoV-100605	32.5
MCoV-100545	38
MCoV-100574	16.2
MCoV-100563	16.4
MCoV-100616	23.1
MCoV-100666	27.5
MCoV-100600	28.4
MCoV-100599	18.6
MCoV-100519	20.5
MCoV-100596	27.2
MCoV-100611	30.1
MCoV-100947	16.3
MCoV-100918	20
MCoV-101316	16.1
MCoV-101552	19.3
MCoV-101514	24.1
MCoV-101554	36.8
MCoV-101811	23.3
MCoV-101797	30.2
MCoV-101720	16.8
MCoV-101715	18.7
MCoV-101778	21.2
MCoV-101760	31.9
MCoV-101741	36.8
MCoV-101743	16
MCoV-101818	17.1
MCoV-101816	20.8
MCoV-101807	21.9
MCoV-101872	22.8
MCoV-101845	38
MCoV-101707	43.6
MCoV-103675	18.3
MCoV-101964	35.3
MCoV-102220	22.7
MCoV-102381	17.8
MCoV-102393	18.9
MCoV-102337	33.8
MCoV-102360	35.7
MCoV-102580	38.4
MCoV-102719	20
MCoV-102744	20.8
MCoV-102809	22.1
MCoV-102843	22.2
MCoV-103573	22.5
MCoV-102747	21.7
MCoV-102955	16.8
MCoV-102931	32.9
MCoV-103197	16.3
MCoV-103267	29.1
MCoV-103254	31.4
MCoV-103532	18.1
MCoV-103530	19.7
MCoV-103562	20.3
MCoV-103603	23.4
MCoV-103599	24
MCoV-103533	25.4
MCoV-103544	25.4
MCoV-103575	25.9
MCoV-103673	31
MCoV-103974	19.3
MCoV-103845	24.4
MCoV-103775	28.4
MCoV-103948	28.4
MCoV-103659	35.9
MCoV-104135	15.8
MCoV-104091	18.5
MCoV-104115	18.8
MCoV-104097	20.6
MCoV-104055	20.7
MCoV-104140	22.1
MCoV-104461	20.3
MCoV-104440	22.7
MCoV-104518	25.1
MCoV-104500	26.2
MCoV-104488	28.1
MCoV-104571	33.3
MCoV-104487	33.9
MCoV-104108	35.9
MCoV-104442	36.1
MCoV-104351	13.5
MCoV-104303	17.5
MCoV-104279	22.4
MCoV-104335	34.1
MCoV-104493	16.8
MCoV-104547	20.3
MCoV-104278	24.9
MCoV-104257	25.4
MCoV-104313	40.2
MCoV-104562	17.7
MCoV-104254	30.1
MCoV-104914	14.9
MCoV-104868	17.6
MCoV-104957	17.6
MCoV-105095	18.6
MCoV-104960	33.7
MCoV-104913	38.5
MCoV-105204	17.3
MCoV-105257	22.7
MCoV-105235	27.3
MCoV-105208	31
MCoV-105117	33.1
MCoV-105442	18
MCoV-105810	23.9
MCoV-105547	24.1
MCoV-105427	24.4
MCoV-105876	30.3
MCoV-105465	34.1
MCoV-105425	38.6
MCoV-105466	39.1
MCoV-105480	43.4
MCoV-105255	44
MCoV-105779	16.6
MCoV-105786	17.7
MCoV-105859	18.9
MCoV-105703	19.3
MCoV-105775	20.4
MCoV-105743	26.4
MCoV-105714	30.2
MCoV-105754	33.8
MCoV-105730	41.8
MCoV-105953	12.3
MCoV-105909	13.6
MCoV-105923	13.6
MCoV-105905	15
MCoV-105689	16.1
MCoV-105897	18.8
MCoV-105847	19.8
MCoV-105947	31.9
MCoV-105835	33.3
MCoV-105750	36
MCoV-105899	16.3
MCoV-105826	16.7
MCoV-105728	22.1
MCoV-105919	22.4
MCoV-105825	23.2
MCoV-105811	23.9
MCoV-106181	27.1
MCoV-105913	29.8
MCoV-105742	32.6
MCoV-105884	36.2
MCoV-106167	25.8
MCoV-106304	36.6
MCoV-106303	40.7
MCoV-106467	18.3
MCoV-106541	23.1
MCoV-106827	28.4
MCoV-106522	39.3
MCoV-106808	16.2
MCoV-106814	18.4
